Index,Grant Code,TITLE,PI's Name,PI's ID,Sponsor,PI's Home Dept,College,Total Expenditure,Overhead,Tuition/Fees
1,NR2779,*I* USFS Payette Forest Interns,Randall Brooks,V00007379, USDA Forest Service,"CNR Forest, Rangeland & Fire Sci",CNR College of Natural Resources,5613.22,267.3,0
2,AM5121,*I* USDA NIFA 2021 RREA Program,Randall Brooks,V00007379, National Institute of Food & Agriculture/USDA,"CNR Forest, Rangeland & Fire Sci",CNR College of Natural Resources,464.11,0,0
