Index,Grant Code,TITLE,PI's Name,PI's ID,Sponsor,PI's Home Dept,College,Total Expenditure,Overhead,Tuition/Fees
1,NS6770,"Columbia NASA Snow, Veg, Wildlife",Jan Eitel,V00742335, Columbia University,CNR Natural Resources & Society,CNR College of Natural Resources,16526.47,4636.92,0
2,NS7649,YCI Human Dimensions of Wolverines,Jan Eitel,V00742335, Yellowstone to Yukon Conservation Inititiative,CNR Natural Resources & Society,CNR College of Natural Resources,0,0,0
