Index,Grant Code,TITLE,PI's Name,PI's ID,Sponsor,PI's Home Dept,College,Total Expenditure,Overhead,Tuition/Fees
1,NS6770,"Columbia NASA Snow, Veg, Wildlife",Jan Eitel,V00742335, Columbia University,CNR Natural Resources & Society,CNR College of Natural Resources,68933.45,19341.08,0
2,NS7649,YCI Human Dimensions of Wolverines,Jan Eitel,V00742335, Yellowstone to Yukon Conservation Inititiative,CNR Natural Resources & Society,CNR College of Natural Resources,673.18,0,0
