Index,Grant Code,TITLE,PI's Name,PI's ID,Sponsor,PI's Home Dept,College,Total Expenditure,Overhead,Tuition/Fees
1,NS0926,*I* NASA Treeline-Forest Tundra Eco,Jan Eitel,V00742335, National Aeronautic Space Ad.,CNR Natural Resources & Society,CNR College of Natural Resources,17429.64,4422.45,0
2,NS3813,*I* NASA FINESST Mechanisms,Jan Eitel,V00742335, National Aeronautic Space Ad.,CNR Natural Resources & Society,CNR College of Natural Resources,2329.06,0,0
