Index,Grant Code,TITLE,PI's Name,PI's ID,Sponsor,PI's Home Dept,College,Total Expenditure,Overhead,Tuition/Fees
1,AG2737,NIFA Calf Stressors,Pedram Rezamand,V00208040, National Institute of Food & Agriculture/USDA,"CALS Animal, Vet & Food Sciences",CALS Col of Agri & Life Sciences,71835.71,21551.71,0
2,AG3927,*I* SFT Cattle Pelleting,Pedram Rezamand,V00208040, Sustained Fiber Technologies LLC,"CALS Animal, Vet & Food Sciences",CALS Col of Agri & Life Sciences,4574.7,1530.99,0
