Index,Grant Code,TITLE,PI's Name,PI's ID,Sponsor,PI's Home Dept,College,Total Expenditure,Overhead,Tuition/Fees
1,SG6324,USDA FS Advancing Understanding of,Jeffrey Hicke,V01216456, USDA Forest Service,COS Earth and Spatial Sciences,COS College of Science,80630.47,0,0
2,SG5950,WSU NASA Commercial Satellite,Jeffrey Hicke,V01216456, Washington State University,COS Earth and Spatial Sciences,COS College of Science,9685.27,3228.42,0
