Index,Grant Code,TITLE,PI's Name,PI's ID,Sponsor,PI's Home Dept,College,Total Expenditure,Overhead,Tuition/Fees
1,AW3488,NIFA Reduce Cadmium in Wheat,Daniel Strawn,V00755054, National Institute of Food & Agriculture/USDA,CALS Soils and Water Systems,CALS Col of Agri & Life Sciences,56570.21,14360.19,11978
2,AW3652,*I*IWC FY20 Cadimum Uptake-Strawn,Daniel Strawn,V00755054, Idaho Wheat Commission,CALS Soils and Water Systems,CALS Col of Agri & Life Sciences,1791.97,0,0
